"Song title","Coefficient","Std. Error","t value","Pr(>|t|)"
"#MAGiCVLGiRL_TRVP_B3VTZ[A]","1.10837889848316","0.0190389879845751","58.2162717567312","5.4299021971143e-14"
"†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT)[A]","1.2799102992983","0.044357490283709","28.8544345298175","5.82381804502895e-11"
"199024club -Re:BounceKiller-[A]","0.984630414024836","0.0494495253860498","19.9118273904123","2.24078452935127e-09"
"255[A]","1.28685595316368","0.0361653491760135","35.5825668072681","7.29570854507255e-12"
"3y3s[A]","1.50273633172154","0.0377828294769417","39.7729961605613","2.41364554803966e-12"
"A[A]","1.26592128494704","0.0591513807238095","21.4013818351579","1.10582212938114e-09"
"AA[A]","1.64367539188437","0.0526426944759363","31.2232382526642","2.66689601825817e-11"
"AA -rebuild-[A]","1.3861960934931","0.0521345885189596","26.5887989695936","1.30662957074431e-10"
"Adularia[A]","1.32753650428074","0.0686826155372028","19.3285665360496","2.99582298329532e-09"
"AIR RAID FROM THA UNDAGROUND†[A]","0.973433366826744","0.0910225513598948","10.6944197046057","8.56240078763112e-07"
"ALBIDA[A]","1.15358680932884","0.0157458752304822","73.2627937439532","5.47722689739664e-15"
"Almagest[A]","1.53618263310855","0.0423696020836992","36.2567160785201","6.05522598159285e-12"
"Amazing Mirage†[A]","0.979095948354836","0.0198749577957002","49.2627938342922","2.86896139264371e-13"
"ANCHOR[A]","1.19917317953355","0.122453305577328","9.79290166059491","1.92500749530237e-06"
"Ancient Scapes[A]","1.1465944617581","0.0230344172276388","49.7774460897719","2.58676532822304e-13"
"Ancient Scapes†LEGGENDARIA[A]","1.2569065433696","0.0454769880839002","27.638297880474","8.91449220215853e-11"
"Antigravity[A]","1.44675069380992","0.122045614526458","11.8541800901522","3.2771025111921e-07"
"AO-1[A]","1.05919836090479","0.0339745414563424","31.1762371323206","2.7069956679671e-11"
"Apocalypse[A]","1.13307421334773","0.0180616105589664","62.7338414616207","2.5765008982366e-14"
"Arca[A]","0.952618693220943","0.0188339349460589","50.5799078073318","2.20574192145643e-13"
"Bad Maniacs[A]","1.29369767785488","0.0579578135935621","22.3213678646875","7.31699565237292e-10"
"Beat Radiance†[A]","0.897045387092475","0.0552152492435179","16.2463341084671","1.61997872509979e-08"
"BITTER CHOCOLATE STRIKER[A]","1.18333950648236","0.0199954662127327","59.1803908892521","4.60942622067437e-14"
"BLACK.by X-Cross Fade[A]","1.05217565959257","0.0322726925840602","32.6026611151822","1.73752057407128e-11"
"BLUE DRAGON(雷龍RemixIIDX)[A]","1.14850191129546","0.0260293969955758","44.1232623057181","8.59460780129497e-13"
"BLUE MIRAGE[A]","1.06845481388944","0.0377328192484005","28.3163260835522","7.01549127730335e-11"
"Blue Rain†[A]","1.12729860572126","0.0274428243804225","41.0780825651993","1.75080211273735e-12"
"Blue Spring Express[A]","1.26962711322727","0.0379136229675745","33.4873592616857","1.33235231871369e-11"
"Boomy and The Boost[A]","1.07160767048539","0.0180218361338053","59.4616254708517","4.39653844195099e-14"
"Broken[A]","1.17649115152977","0.00802543467648019","146.595318379161","5.35764017214384e-18"
"Broken Sword[A]","1.61454068268776","0.130155589420055","12.4046972541233","2.13728830959168e-07"
"B4U(BEMANI FOR YOU MIX)†[A]","1.19746301853567","0.0800256086605542","14.9634977925","3.57911002622026e-08"
"Candy Galy[A]","1.21461394287864","0.040944948766332","29.6645613067024","4.42820243736305e-11"
"Carmina[A]","1.12972652995495","0.0396833656486856","28.4685160012975","6.65334983844264e-11"
"Carry Me Away[A]","1.21111046545365","0.0709091033256667","17.0797599835855","9.98110609741281e-09"
"Catch Our Fire![A]","1.25659206503387","0.0878041872558427","14.3112999995367","5.48774375148087e-08"
"Caterpillar[A]","0.973810038455203","0.0311137138861614","31.2984185050416","2.60410547021131e-11"
"CHRONO DIVER -NORNIR-†[A]","1.14828149034582","0.0499207211243265","23.0021014216932","5.4469244272971e-10"
"Chrono Diver -PENDULUMs-[A]","1.30929927285683","0.0450279997069678","29.0774469525063","5.39674407091336e-11"
"cinder[A]","1.17442754639897","0.0423109911525564","27.7570322605882","8.54474032940145e-11"
"Close the World feat.a☆ru[A]","1.42996808307585","0.0650559313965378","21.9805950415145","8.50986550540306e-10"
"Close the World feat.a☆ru†LEGGENDARIA[A]","1.13914853445722","0.0460155237051566","24.7557442083305","2.64313848277284e-10"
"CODE:1 [revision1.0.1][A]","0.987995941749907","0.0245063965144315","40.3158392205109","2.10927907969007e-12"
"Colorful Cookie[A]","0.958805017683452","0.0769284059655373","12.4636017820645","2.0437875666644e-07"
"Colors (radio edit)[A]","1.27504708879015","0.0354739602363146","35.9431842482838","6.60064225628147e-12"
"Concertino in Blue[A]","1.03239689926758","0.0221220356758374","46.6682593950975","4.9177417648954e-13"
"Confiserie[A]","1.44663519903951","0.0460346739165846","31.4249037944927","2.50209939648039e-11"
"CONTRACT†[A]","0.993698341602435","0.0325971714641968","30.4841891786184","3.38101673860171e-11"
"Cosmic Cat†[A]","0.984480035030383","0.0348911343157793","28.2157646730665","7.26664239363051e-11"
"Dances with Snow Fairies[A]","1.20345970442026","0.0191508547545784","62.8410439034085","2.53298378163288e-14"
"DARK LEGACY[A]","1.39518459018935","0.0668330124101729","20.875680144817","1.41100538706785e-09"
"dAuntl3ss[A]","1.35876198413195","0.0324319867623795","41.8957368873894","1.4391090635801e-12"
"DAY DREAM[A]","1.14878948550096","0.0293687763699824","39.1160146077836","2.84830855314142e-12"
"DEADHEAT[A]","1.07951929343978","0.0193901236953717","55.6736671926161","8.47599263679756e-14"
"DEATH†ZIGOQ ～怒りの高速爆走野郎～[A]","1.16711777239388","0.0242052148877949","48.2176166501369","3.55221906169734e-13"
"Despair of ELFERIA[A]","1.15097334978153","0.0683482369803832","16.8398396305654","1.144784327658e-08"
"Devil's Gear[A]","1.33586239569455","0.0454416964820166","29.3972826525792","4.84313225750571e-11"
"Devilz Staircase[A]","0.98052536269061","0.0418040626582319","23.4552648795614","4.49610906558837e-10"
"DIAMOND CROSSING[A]","1.37702518277261","0.100909961618212","13.6460777577393","8.6470441835242e-08"
"DIAVOLO[A]","1.37662521958467","0.0435309710743137","31.6240411277426","2.35028769995079e-11"
"DOMINION[A]","1.02309931339674","0.0571173170200715","17.9122439003432","6.2877818058412e-09"
"DORNWALD ～Junge～[A]","1.35892499573566","0.0448820478505698","30.2776958899038","3.61639215669165e-11"
"Dr. Chemical & Killing Machine[A]","1.35036828736758","0.0387125268350404","34.8819464335586","8.88792241476433e-12"
"Drastic Dramatic[A]","1.53288165872855","0.0916443298421107","16.7264211694218","1.22222207161456e-08"
"DropZ-Line-[A]","0.934626366406013","0.0261270718475988","35.7723349886952","6.92041911032072e-12"
"DRUNK MONKY[A]","1.20746679139498","0.0161393136925679","74.8152501646351","4.44269194459972e-15"
"DUE TOMORROW[A]","1.11116566264113","0.0298298672370197","37.2501041929593","4.62946880171634e-12"
"Dynamite[A]","1.31053340549968","0.0479716096934361","27.3189374689464","9.99923126458489e-11"
"EBONY & IVORY[A]","1.06696377703514","0.0566786358147166","18.8247963575387","3.87611215257869e-09"
"EBONY & IVORY†[A]","1.24769289003433","0.0530478678359967","23.5201326826501","4.37560766636874e-10"
"ECHIDNA[A]","1.30011951488364","0.0734883147638265","17.6915135292177","7.09311291714551e-09"
"ELECTRIC MASSIVE DIVER[A]","1.01207301918623","0.0428069127783448","23.6427472456788","4.15740567450217e-10"
"Elemental Creation[A]","1.35354004924116","0.0519451493744998","26.0571018764963","1.59490248279966e-10"
"EMERALDAS[A]","1.23449697590571","0.0233858019717051","52.7883105056372","1.44076262849455e-13"
"encounter[A]","0.853402783841099","0.0285805528294215","29.8595618123449","4.1501490586101e-11"
"entelecheia[A]","0.979955701754624","0.0961505443217603","10.1918892780812","1.33504851953915e-06"
"eRAseRmOToRpHAntOM[A]","1.13367647218533","0.0328200187983067","34.5422249497256","9.79452871882768e-12"
"EVANESCENT[A]","1.12859930018765","0.0201548896525291","55.9963026166224","8.00145372974512e-14"
"Evans[A]","1.19284636837294","0.0488953924906936","24.3958849210583","3.05326350183063e-10"
"EXUSIA[A]","1.20405705020736","0.0461291931348472","26.101845022253","1.56813034779667e-10"
"F[A]","1.30497012192534","0.0415712048030069","31.391202831604","2.52884191886661e-11"
"FAKE TIME[A]","1.03950195800855","0.0337970242696281","30.7572036435972","3.09528005486569e-11"
"fallen leaves -IIDX edition-[A]","1.22477351367806","0.0526658832580561","23.2555392202733","4.89061053244524e-10"
"FANTASTIC THREE[A]","0.906766864101848","0.0648117522371272","13.9907784129066","6.81512254019289e-08"
"Fascination MAXX[A]","1.04886327085475","0.0665431763862459","15.7621461405251","2.16960176483382e-08"
"Feel The Beat[A]","1.07951792991506","0.0290367811888147","37.1776032231459","4.71994122870616e-12"
"Feel The Beat†LEGGENDARIA[A]","1.33508376420946","0.0443387680582396","30.1109801349421","3.8195860899475e-11"
"fffff[A]","1.09931581694551","0.0297180335190081","36.9915397074429","4.96114802246759e-12"
"FIRE FIRE[A]","0.964848216355488","0.0410977322806106","23.4769210565589","4.45547902507753e-10"
"Flashes[A]","1.07990459635751","0.0405431931134747","26.6359039194325","1.28399525731591e-10"
